"Id","Date","StepTotal","Calories","MinutesVeryActive","MinutesFairlyActive","MinutesLightlyActive","MinutesSedentary","MinutesLowMETs","MinutesLightMETs","MinutesModerateMETs","MinutesVigorousMETS","avgHeartRate","MinutesLevel1","MinutesLevel2","MinutesLevel3","Date_as_date","Weekday"
1844505072,"21/04/2016",8054,2076,2,13,308,1117,1117,159,160,4,NA,NA,NA,NA,2016-04-21,"Thu"
1844505072,"22/03/2016",0,1344,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-03-22,"Tue"
1844505072,"22/04/2016",5372,1840,0,0,220,1220,1220,115,103,2,NA,NA,NA,NA,2016-04-22,"Fri"
1844505072,"23/03/2016",0,1344,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-03-23,"Wed"
1844505072,"23/04/2016",3570,1652,0,0,139,1301,1301,61,78,0,NA,NA,NA,NA,2016-04-23,"Sat"
1844505072,"24/03/2016",0,1344,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-03-24,"Thu"
1844505072,"24/04/2016",0,1344,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-04-24,"Sun"
1844505072,"25/03/2016",0,1344,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-03-25,"Fri"
1844505072,"25/04/2016",0,1344,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-04-25,"Mon"
1844505072,"26/03/2016",0,1344,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-03-26,"Sat"
1844505072,"26/04/2016",0,1344,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-04-26,"Tue"
1844505072,"27/03/2016",0,1344,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-03-27,"Sun"
1844505072,"27/04/2016",4,1347,0,0,1,1439,1439,1,0,0,NA,NA,NA,NA,2016-04-27,"Wed"
1844505072,"28/03/2016",0,1344,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-03-28,"Mon"
1844505072,"28/04/2016",6899,2006,0,0,302,1138,1138,162,135,5,NA,NA,NA,NA,2016-04-28,"Thu"
1844505072,"29/03/2016",0,1344,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-03-29,"Tue"
1844505072,"29/04/2016",4920,1871,0,0,247,1193,1193,147,100,0,NA,0,83,28,2016-04-29,"Fri"
1844505072,"30/03/2016",0,1576,0,0,95,1345,1345,48,44,3,NA,NA,NA,NA,2016-03-30,"Wed"
1844505072,"30/04/2016",4014,1778,0,0,184,1256,1256,107,75,2,NA,722,206,110,2016-04-30,"Sat"
1844505072,"31/03/2016",4049,1962,12,3,253,1172,1172,168,88,12,NA,NA,NA,NA,2016-03-31,"Thu"
1927972279,"01/04/2016",5846,2588,0,11,192,1237,1237,116,87,0,NA,369,14,0,2016-04-01,"Fri"
1927972279,"01/05/2016",2704,2424,14,1,70,1355,1355,46,25,14,NA,NA,NA,NA,2016-05-01,"Sun"
1927972279,"02/04/2016",4458,2785,0,0,267,1173,1173,152,115,0,NA,280,28,7,2016-04-02,"Sat"
1927972279,"02/05/2016",3790,2515,16,8,94,1322,1322,58,44,16,NA,NA,NA,NA,2016-05-02,"Mon"
1927972279,"03/04/2016",5533,2448,0,0,146,1294,1294,91,53,2,NA,107,3,1,2016-04-03,"Sun"
1927972279,"03/05/2016",1326,2202,10,0,17,1413,1413,12,5,10,NA,NA,NA,NA,2016-05-03,"Tue"
1927972279,"04/04/2016",3182,2380,0,0,128,1312,1312,85,43,0,NA,465,18,0,2016-04-04,"Mon"
1927972279,"04/05/2016",1786,2349,0,0,87,1353,1353,53,34,0,NA,NA,NA,NA,2016-05-04,"Wed"
1927972279,"05/04/2016",2390,2345,0,0,108,1332,1332,69,38,1,NA,393,23,4,2016-04-05,"Tue"
1927972279,"05/05/2016",0,2064,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-05-05,"Thu"
1927972279,"06/04/2016",2215,2202,0,0,73,1367,1367,51,22,0,NA,414,14,1,2016-04-06,"Wed"
1927972279,"06/05/2016",2091,2390,0,0,108,1332,1332,69,39,0,NA,NA,NA,NA,2016-05-06,"Fri"
1927972279,"07/04/2016",1236,2128,0,0,43,1397,1397,31,12,0,NA,NA,NA,NA,2016-04-07,"Thu"
1927972279,"07/05/2016",1510,2232,0,0,48,1392,1392,20,27,1,NA,NA,NA,NA,2016-05-07,"Sat"
1927972279,"08/04/2016",768,2086,0,0,34,1406,1406,25,9,0,NA,NA,NA,NA,2016-04-08,"Fri"
1927972279,"08/05/2016",0,2064,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-05-08,"Sun"
1927972279,"09/04/2016",519,2407,0,9,134,1297,1297,95,48,0,NA,39,7,1,2016-04-09,"Sat"
1927972279,"09/05/2016",0,2064,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-05-09,"Mon"
1927972279,"10/04/2016",2619,2441,0,0,139,1301,1301,106,33,0,NA,479,14,3,2016-04-10,"Sun"
1927972279,"10/05/2016",0,2064,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-05-10,"Tue"
1927972279,"11/04/2016",2025,2253,0,0,73,1367,1367,55,18,0,NA,496,24,5,2016-04-11,"Mon"
1927972279,"11/05/2016",0,2064,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-05-11,"Wed"
1927972279,"12/03/2016",3872,2758,0,0,223,1217,1217,135,88,0,NA,608,18,2,2016-03-12,"Sat"
1927972279,"12/04/2016",678,2217,0,0,55,1385,1385,45,10,0,NA,626,24,1,2016-04-12,"Tue"
1927972279,"12/05/2016",0,1376,0,0,0,960,960,0,0,0,NA,NA,NA,NA,2016-05-12,"Thu"
1927972279,"13/03/2016",4283,2608,2,8,157,1273,1273,106,58,3,NA,505,8,3,2016-03-13,"Sun"
1927972279,"13/04/2016",356,2166,0,0,32,1408,1408,29,3,0,NA,398,17,7,2016-04-13,"Wed"
1927972279,"14/03/2016",3843,2135,0,0,17,1423,1423,14,3,0,NA,173,5,1,2016-03-14,"Mon"
1927972279,"14/04/2016",2163,2391,0,9,88,1343,1343,59,38,0,NA,47,4,0,2016-04-14,"Thu"
1927972279,"15/03/2016",0,2560,43,2,42,1353,1353,23,21,43,NA,68,0,0,2016-03-15,"Tue"
1927972279,"15/04/2016",980,2233,0,0,51,1389,1389,30,21,0,NA,428,20,0,2016-04-15,"Fri"
1927972279,"16/03/2016",5543,2896,56,9,125,1250,1250,90,38,62,NA,599,41,5,2016-03-16,"Wed"
1927972279,"16/04/2016",0,2064,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-04-16,"Sat"
1927972279,"17/03/2016",8738,3395,92,19,206,1123,1123,140,84,93,NA,6,0,0,2016-03-17,"Thu"
1927972279,"17/04/2016",0,2064,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-04-17,"Sun"
1927972279,"18/03/2016",14362,3681,140,20,144,1136,1136,102,62,140,NA,523,22,8,2016-03-18,"Fri"
1927972279,"18/04/2016",244,2114,0,0,17,1423,1423,12,5,0,NA,NA,NA,NA,2016-04-18,"Mon"
1927972279,"19/03/2016",17964,2310,0,0,111,1329,1329,95,16,0,NA,583,26,2,2016-03-19,"Sat"
1927972279,"19/04/2016",0,2064,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-04-19,"Tue"
1927972279,"20/03/2016",1386,2518,0,0,160,1280,1280,116,35,9,NA,548,23,5,2016-03-20,"Sun"
1927972279,"20/04/2016",0,2064,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-04-20,"Wed"
1927972279,"21/03/2016",3168,2206,0,0,67,1373,1373,52,15,0,NA,334,18,0,2016-03-21,"Mon"
1927972279,"21/04/2016",0,2066,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-04-21,"Thu"
1927972279,"22/03/2016",1036,2666,50,6,78,1306,1306,50,32,52,NA,379,11,4,2016-03-22,"Tue"
1927972279,"22/04/2016",149,2097,0,0,10,1430,1430,8,2,0,NA,NA,NA,NA,2016-04-22,"Fri"
1927972279,"23/03/2016",6942,2551,0,0,176,1264,1264,102,74,0,NA,447,23,4,2016-03-23,"Wed"
1927972279,"23/04/2016",2945,2512,0,0,145,1295,1295,85,60,0,NA,NA,NA,NA,2016-04-23,"Sat"
1927972279,"24/03/2016",4005,2174,0,0,58,1382,1382,51,7,0,NA,428,8,1,2016-03-24,"Thu"
1927972279,"24/04/2016",2090,2330,1,6,75,1358,1358,41,39,2,NA,NA,NA,NA,2016-04-24,"Sun"
1927972279,"25/03/2016",792,2625,1,6,194,1239,1239,135,62,4,NA,60,3,0,2016-03-25,"Fri"
1927972279,"25/04/2016",152,2103,0,0,12,1428,1428,10,2,0,NA,115,10,0,2016-04-25,"Mon"
1927972279,"26/03/2016",4169,2433,0,0,139,1301,1301,93,46,0,NA,387,19,0,2016-03-26,"Sat"
1927972279,"26/04/2016",3761,2655,0,0,192,1248,1248,119,73,0,NA,181,9,0,2016-04-26,"Tue"
1927972279,"27/03/2016",2533,3587,157,9,106,1168,1168,72,43,157,NA,112,7,1,2016-03-27,"Sun"
1927972279,"27/04/2016",0,2064,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-04-27,"Wed"
1927972279,"28/03/2016",18643,3912,161,18,186,1075,1075,134,70,161,NA,219,11,0,2016-03-28,"Mon"
1927972279,"28/04/2016",1675,2363,0,0,95,1345,1345,67,28,0,NA,166,12,0,2016-04-28,"Thu"
1927972279,"29/03/2016",21152,2627,0,6,203,1231,1231,104,105,0,NA,563,23,2,2016-03-29,"Tue"
1927972279,"29/04/2016",0,2064,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-04-29,"Fri"
1927972279,"30/03/2016",4791,3411,133,15,99,1193,1193,63,51,133,NA,401,3,0,2016-03-30,"Wed"
1927972279,"30/04/2016",0,2064,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-04-30,"Sat"
1927972279,"31/03/2016",16278,2547,45,2,60,1333,1333,44,18,45,NA,493,23,4,2016-03-31,"Thu"
2022484408,"01/04/2016",16345,2643,72,16,213,1139,1139,78,144,79,90.7,NA,NA,NA,2016-04-01,"Fri"
2022484408,"01/05/2016",10538,2388,25,28,245,1142,1142,81,191,26,73.3,NA,NA,NA,2016-05-01,"Sun"
2022484408,"02/04/2016",13566,2038,0,0,237,1203,1203,107,130,0,71.5,NA,NA,NA,2016-04-02,"Sat"
2022484408,"02/05/2016",10379,2483,36,8,277,1119,1119,76,204,41,77.5,NA,NA,NA,2016-05-02,"Mon"
2022484408,"03/04/2016",5440,2393,25,22,279,1114,1114,114,187,25,75.2,NA,NA,NA,2016-04-03,"Sun"
2022484408,"03/05/2016",12183,2760,72,14,250,1104,1104,93,169,74,82.6,NA,NA,NA,2016-05-03,"Tue"
2022484408,"04/04/2016",10297,2579,62,19,233,1126,1126,81,170,63,77.3,NA,NA,NA,2016-04-04,"Mon"
2022484408,"04/05/2016",11768,2658,36,27,272,1105,1105,52,243,40,81.3,NA,NA,NA,2016-05-04,"Wed"
2022484408,"05/04/2016",15959,2734,36,37,298,1069,1069,89,234,48,83.4,NA,NA,NA,2016-04-05,"Tue"
2022484408,"05/05/2016",11895,2617,55,20,253,1112,1112,87,185,56,81.1,NA,NA,NA,2016-05-05,"Thu"
2022484408,"06/04/2016",11125,2731,47,42,258,1093,1093,86,205,56,82.5,NA,NA,NA,2016-04-06,"Wed"
2022484408,"06/05/2016",10227,2509,24,17,295,1104,1104,95,217,24,81.4,NA,NA,NA,2016-05-06,"Fri"
2022484408,"07/04/2016",14957,3021,72,62,252,1054,1054,62,251,73,89.5,NA,NA,NA,2016-04-07,"Thu"
2022484408,"07/05/2016",6708,1996,20,2,149,1269,1269,65,85,21,76.3,NA,NA,NA,2016-05-07,"Sat"
2022484408,"08/04/2016",18359,2575,40,12,296,1092,1092,105,200,43,81.1,NA,NA,NA,2016-04-08,"Fri"
2022484408,"08/05/2016",3292,1845,0,0,135,1305,1305,47,86,2,85.1,NA,NA,NA,2016-05-08,"Sun"
2022484408,"09/04/2016",13133,2810,44,16,302,1078,1078,105,208,49,83.5,NA,NA,NA,2016-04-09,"Sat"
2022484408,"09/05/2016",13379,2720,35,47,297,1061,1061,98,231,50,79.3,NA,NA,NA,2016-05-09,"Mon"
2022484408,"10/04/2016",16596,2456,1,23,339,1077,1077,102,260,1,80.2,NA,NA,NA,2016-04-10,"Sun"
2022484408,"10/05/2016",12798,2808,57,28,271,1084,1084,69,227,60,84.9,NA,NA,NA,2016-05-10,"Tue"
2022484408,"11/04/2016",8837,2565,41,16,272,1111,1111,94,191,44,80.7,NA,NA,NA,2016-04-11,"Mon"
2022484408,"11/05/2016",13272,2551,58,25,224,1133,1133,69,179,59,81.8,NA,NA,NA,2016-05-11,"Wed"
2022484408,"12/03/2016",1197,2335,27,8,205,1200,1200,69,134,37,NA,NA,NA,NA,2016-03-12,"Sat"
2022484408,"12/04/2016",11875,2406,42,14,227,1157,1157,91,150,42,75.7,NA,NA,NA,2016-04-12,"Tue"
2022484408,"12/05/2016",8339,1756,16,16,188,680,680,61,134,25,81,NA,NA,NA,2016-05-12,"Thu"
2022484408,"13/03/2016",10447,2252,14,18,248,1160,1160,105,157,18,NA,135,9,0,2016-03-13,"Sun"
2022484408,"13/04/2016",12024,2619,43,5,292,1100,1100,90,199,51,79.8,NA,NA,NA,2016-04-13,"Wed"
2022484408,"14/03/2016",5399,2632,46,9,266,1119,1119,97,173,51,NA,NA,NA,NA,2016-03-14,"Mon"
2022484408,"14/04/2016",10690,2332,32,3,257,1148,1148,121,134,37,72.9,NA,NA,NA,2016-04-14,"Thu"
2022484408,"15/03/2016",14576,2653,77,26,183,1154,1154,66,143,77,NA,NA,NA,NA,2016-03-15,"Tue"
2022484408,"15/04/2016",11034,2544,27,9,282,1122,1122,76,206,36,80.2,NA,NA,NA,2016-04-15,"Fri"
2022484408,"16/03/2016",12267,2641,57,14,255,1114,1114,102,162,62,NA,NA,NA,NA,2016-03-16,"Wed"
2022484408,"16/04/2016",10100,2196,41,11,151,1237,1237,63,99,41,76.8,NA,NA,NA,2016-04-16,"Sat"
2022484408,"17/03/2016",11166,2313,0,0,307,1133,1133,88,216,3,NA,NA,NA,NA,2016-03-17,"Thu"
2022484408,"17/04/2016",15112,2804,28,29,331,1052,1052,82,278,28,82.7,NA,NA,NA,2016-04-17,"Sun"
2022484408,"18/03/2016",8096,2460,61,14,184,1181,1181,73,122,64,NA,NA,NA,NA,2016-03-18,"Fri"
2022484408,"18/04/2016",14131,2788,48,3,311,1078,1078,89,216,57,80.9,NA,NA,NA,2016-04-18,"Mon"
2022484408,"19/03/2016",14049,2716,44,44,305,1047,1047,110,236,47,NA,NA,NA,NA,2016-03-19,"Sat"
2022484408,"19/04/2016",11548,2496,31,7,250,1152,1152,81,170,37,81.8,NA,NA,NA,2016-04-19,"Tue"
2022484408,"20/03/2016",13868,2448,43,14,253,1130,1130,83,184,43,NA,NA,NA,NA,2016-03-20,"Sun"
2022484408,"20/04/2016",15112,2910,48,63,276,1053,1053,78,259,50,82.7,NA,NA,NA,2016-04-20,"Wed"
2022484408,"21/03/2016",12814,2891,104,13,184,1139,1139,85,112,104,NA,NA,NA,NA,2016-03-21,"Mon"
2022484408,"21/04/2016",12453,3170,104,53,255,1028,1028,86,214,112,83.7,NA,NA,NA,2016-04-21,"Thu"
2022484408,"22/03/2016",12743,2398,57,21,192,1170,1170,87,124,59,NA,NA,NA,NA,2016-03-22,"Tue"
2022484408,"22/04/2016",12954,2648,52,10,273,1105,1105,99,180,56,79.1,NA,NA,NA,2016-04-22,"Fri"
2022484408,"23/03/2016",11889,2658,91,42,147,1160,1160,66,123,91,NA,NA,NA,NA,2016-03-23,"Wed"
2022484408,"23/04/2016",6001,2073,0,0,249,1191,1191,121,127,1,71.6,NA,NA,NA,2016-04-23,"Sat"
2022484408,"24/03/2016",15658,3139,102,39,249,1050,1050,83,204,103,NA,NA,NA,NA,2016-03-24,"Thu"
2022484408,"24/04/2016",13481,2537,37,26,216,1161,1161,58,180,41,81.5,NA,NA,NA,2016-04-24,"Sun"
2022484408,"25/03/2016",15340,2782,82,50,195,1113,1113,85,158,84,NA,NA,NA,NA,2016-03-25,"Fri"
2022484408,"25/04/2016",11369,2475,44,8,217,1171,1171,70,150,49,83.8,NA,NA,NA,2016-04-25,"Mon"
2022484408,"26/03/2016",17084,2613,48,6,250,1136,1136,75,172,57,NA,NA,NA,NA,2016-03-26,"Sat"
2022484408,"26/04/2016",10119,2805,55,24,275,1086,1086,88,211,55,81.6,NA,NA,NA,2016-04-26,"Tue"
2022484408,"27/03/2016",11933,2338,13,15,277,1135,1135,103,188,14,NA,NA,NA,NA,2016-03-27,"Sun"
2022484408,"27/04/2016",10159,2465,19,20,282,1119,1119,71,228,22,80,NA,NA,NA,2016-04-27,"Wed"
2022484408,"28/03/2016",10606,2219,32,21,174,1213,1213,58,136,33,NA,NA,NA,NA,2016-03-28,"Mon"
2022484408,"28/04/2016",10140,2307,6,20,291,1123,1123,159,152,6,71.3,NA,NA,NA,2016-04-28,"Thu"
2022484408,"29/03/2016",9020,3117,93,14,259,1074,1074,74,193,99,NA,NA,NA,NA,2016-03-29,"Tue"
2022484408,"29/04/2016",10245,2616,21,40,281,1098,1098,78,236,28,82.7,NA,NA,NA,2016-04-29,"Fri"
2022484408,"30/03/2016",16766,2869,46,38,325,1031,1031,96,266,47,NA,NA,NA,NA,2016-03-30,"Wed"
2022484408,"30/04/2016",18387,2743,13,23,361,1043,1043,100,272,25,77.5,NA,NA,NA,2016-04-30,"Sat"
2022484408,"31/03/2016",14223,3066,81,24,288,1047,1047,60,250,83,NA,NA,NA,NA,2016-03-31,"Thu"
2026352035,"01/04/2016",3449,1411,0,0,166,1274,1274,116,50,0,NA,514,29,1,2016-04-01,"Fri"
2026352035,"01/05/2016",3609,1463,0,0,191,1249,1249,136,50,5,NA,503,26,4,2016-05-01,"Sun"
2026352035,"02/04/2016",7366,1244,0,0,69,1371,1371,51,18,0,67.7,528,39,8,2016-04-02,"Sat"
2026352035,"02/05/2016",7018,1709,0,0,355,1085,1085,231,122,2,80.8,363,6,0,2016-05-02,"Mon"
2026352035,"03/04/2016",2696,1334,0,0,115,1325,1325,69,46,0,NA,534,60,11,2016-04-03,"Sun"
2026352035,"03/05/2016",5992,1619,0,0,304,1136,1136,191,112,1,NA,143,11,1,2016-05-03,"Tue"
2026352035,"04/04/2016",1051,1586,0,0,263,1177,1177,131,127,5,NA,493,36,4,2016-04-04,"Mon"
2026352035,"04/05/2016",6564,1672,0,0,345,1095,1095,219,124,2,NA,541,23,0,2016-05-04,"Wed"
2026352035,"05/04/2016",2653,1540,0,0,248,1192,1192,142,102,4,NA,531,33,7,2016-04-05,"Tue"
2026352035,"05/05/2016",12167,1937,0,0,475,965,965,223,248,4,NA,464,21,1,2016-05-05,"Thu"
2026352035,"06/04/2016",6961,1424,0,0,185,1255,1255,131,54,0,NA,465,48,4,2016-04-06,"Wed"
2026352035,"06/05/2016",8198,1749,0,0,383,1057,1057,220,162,1,NA,534,11,1,2016-05-06,"Fri"
2026352035,"07/04/2016",5170,1393,0,0,170,1270,1270,125,45,0,NA,540,49,8,2016-04-07,"Thu"
2026352035,"07/05/2016",4193,1508,0,0,229,1211,1211,149,80,0,NA,521,21,3,2016-05-07,"Sat"
2026352035,"08/04/2016",3066,1429,0,0,173,1267,1267,111,58,4,NA,521,23,4,2016-04-08,"Fri"
2026352035,"08/05/2016",5528,1576,0,0,258,1182,1182,156,96,6,NA,546,24,2,2016-05-08,"Sun"
2026352035,"09/04/2016",2925,1416,0,0,185,1255,1255,128,57,0,NA,490,60,5,2016-04-09,"Sat"
2026352035,"09/05/2016",10652,1879,0,0,401,1039,1039,166,231,4,97.8,478,14,4,2016-05-09,"Mon"
2026352035,"10/04/2016",3868,1518,0,0,230,1210,1210,142,83,5,NA,504,52,0,2016-04-10,"Sun"
2026352035,"10/05/2016",254,1154,0,0,17,1423,1423,11,6,0,NA,389,30,2,2016-05-10,"Tue"
2026352035,"11/04/2016",3179,1410,0,0,164,1276,1276,110,52,2,NA,541,40,1,2016-04-11,"Mon"
2026352035,"11/05/2016",8580,1715,0,0,330,1110,1110,162,165,3,NA,512,25,4,2016-05-11,"Wed"
2026352035,"12/03/2016",11380,1678,0,0,338,1102,1102,192,145,1,NA,540,26,6,2016-03-12,"Sat"
2026352035,"12/04/2016",4414,1485,3,8,181,1248,1248,114,74,4,NA,504,33,5,2016-04-12,"Tue"
2026352035,"12/05/2016",8449,1302,0,0,320,640,640,147,171,2,NA,321,9,0,2016-05-12,"Thu"
2026352035,"13/03/2016",7467,1694,0,0,363,1077,1077,194,168,1,NA,648,21,2,2016-03-13,"Sun"
2026352035,"13/04/2016",4993,1544,0,0,238,1202,1202,152,80,6,NA,511,24,4,2016-04-13,"Wed"
2026352035,"14/03/2016",7387,1809,0,0,407,1033,1033,191,213,3,NA,510,28,0,2016-03-14,"Mon"
2026352035,"14/04/2016",3305,1458,0,0,197,1243,1243,140,57,0,NA,560,25,5,2016-04-14,"Thu"
2026352035,"15/03/2016",9476,1801,0,0,399,1041,1041,182,214,3,NA,422,10,4,2016-03-15,"Tue"
2026352035,"15/04/2016",3821,1465,0,0,188,1252,1252,128,57,3,NA,517,41,7,2016-04-15,"Fri"
2026352035,"16/03/2016",9941,1803,0,0,377,1063,1063,178,179,20,NA,144,16,3,2016-03-16,"Wed"
2026352035,"16/04/2016",2547,1395,0,0,150,1290,1290,110,40,0,NA,500,57,5,2016-04-16,"Sat"
2026352035,"17/03/2016",9029,1623,0,0,311,1129,1129,188,120,3,NA,479,27,4,2016-03-17,"Thu"
2026352035,"17/04/2016",838,1243,0,0,60,1380,1380,46,14,0,70,309,18,0,2016-04-17,"Sun"
2026352035,"18/03/2016",11740,1320,0,0,121,1319,1319,83,38,0,NA,575,32,4,2016-03-18,"Fri"
2026352035,"18/04/2016",3325,1446,0,0,182,1258,1258,127,55,0,NA,169,23,4,2016-04-18,"Mon"
2026352035,"19/03/2016",4986,1427,0,0,194,1246,1246,142,52,0,NA,515,29,6,2016-03-19,"Sat"
2026352035,"19/04/2016",2424,1378,0,0,141,1299,1299,93,48,0,NA,469,41,4,2016-04-19,"Tue"
2026352035,"20/03/2016",2083,1420,0,0,177,1263,1263,121,54,2,NA,545,35,8,2016-03-20,"Sun"
2026352035,"20/04/2016",7222,1688,0,0,327,1113,1113,199,123,5,NA,443,47,0,2016-04-20,"Wed"
2026352035,"21/03/2016",3045,1463,0,0,196,1244,1244,119,74,3,NA,567,31,6,2016-03-21,"Mon"
2026352035,"21/04/2016",2467,1388,0,0,153,1287,1287,113,40,0,NA,510,28,0,2016-04-21,"Thu"
2026352035,"22/03/2016",3403,1392,0,0,163,1277,1277,96,67,0,NA,520,21,4,2016-03-22,"Tue"
2026352035,"22/04/2016",2915,1419,0,0,162,1278,1278,119,39,4,NA,534,26,6,2016-04-22,"Fri"
2026352035,"23/03/2016",5385,1398,0,0,161,1279,1279,101,58,2,NA,562,38,0,2016-03-23,"Wed"
2026352035,"23/04/2016",12357,1931,0,0,432,1008,1008,237,162,33,NA,513,33,4,2016-04-23,"Sat"
2026352035,"24/03/2016",2417,1336,0,0,124,1316,1316,84,40,0,NA,531,31,5,2016-03-24,"Thu"
2026352035,"24/04/2016",3490,1419,0,0,164,1276,1276,95,69,0,NA,549,18,5,2016-04-24,"Sun"
2026352035,"25/03/2016",3225,1435,0,0,176,1264,1264,102,71,3,NA,495,26,5,2016-03-25,"Fri"
2026352035,"25/04/2016",6017,1588,0,0,260,1180,1180,141,112,7,102.3,352,7,0,2016-04-25,"Mon"
2026352035,"26/03/2016",2042,1361,0,0,146,1294,1294,107,39,0,NA,579,41,1,2016-03-26,"Sat"
2026352035,"26/04/2016",5933,1614,0,0,288,1152,1152,187,95,6,NA,113,21,0,2016-04-26,"Tue"
2026352035,"27/03/2016",4077,1425,0,0,184,1256,1256,124,60,0,NA,545,33,3,2016-03-27,"Sun"
2026352035,"27/04/2016",6088,1610,0,0,286,1154,1154,179,106,1,NA,532,31,5,2016-04-27,"Wed"
2026352035,"28/03/2016",2516,1427,0,0,183,1257,1257,128,55,0,NA,510,28,1,2016-03-28,"Mon"
2026352035,"28/04/2016",6375,1666,0,0,331,1109,1109,208,122,1,NA,462,17,4,2016-04-28,"Thu"
2026352035,"29/03/2016",3147,1374,0,0,144,1296,1296,98,45,1,NA,482,31,8,2016-03-29,"Tue"
2026352035,"29/04/2016",7604,1710,0,0,352,1088,1088,205,146,1,NA,557,34,5,2016-04-29,"Fri"
2026352035,"30/03/2016",3383,1396,0,0,167,1273,1273,110,57,0,NA,468,49,3,2016-03-30,"Wed"
2026352035,"30/04/2016",4729,1520,0,0,233,1207,1207,137,93,3,NA,592,17,4,2016-04-30,"Sat"
2026352035,"31/03/2016",2865,1669,0,0,312,1128,1128,157,151,4,NA,524,30,1,2016-03-31,"Thu"
2320127002,"01/04/2016",0,1320,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-04-01,"Fri"
2320127002,"01/05/2016",772,1401,0,0,40,1400,1400,24,16,0,NA,NA,NA,NA,2016-05-01,"Sun"
2320127002,"02/04/2016",0,1320,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-04-02,"Sat"
2320127002,"02/05/2016",3634,1613,5,6,123,1306,1306,62,67,5,NA,NA,NA,NA,2016-05-02,"Mon"
2320127002,"03/04/2016",0,1320,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-04-03,"Sun"
2320127002,"03/05/2016",7443,1879,20,10,206,1204,1204,100,114,22,NA,NA,NA,NA,2016-05-03,"Tue"
2320127002,"04/04/2016",0,1320,0,0,0,1440,1440,0,0,0,NA,NA,NA,NA,2016-04-04,"Mon"
2320127002,"04/05/2016",1201,1425,0,0,52,1388,1388,27,25,0,NA,NA,NA,NA,2016-05-04,"Wed"
2320127002,"05/04/2016",0,1706,0,0,175,1265,1265,76,96,3,NA,NA,NA,NA,2016-04-05,"Tue"
2320127002,"05/05/2016",5202,1783,0,11,223,1206,1206,119,115,0,NA,NA,NA,NA,2016-05-05,"Thu"
2320127002,"06/04/2016",0,1951,0,0,320,1120,1120,171,147,2,NA,NA,NA,NA,2016-04-06,"Wed"
2320127002,"06/05/2016",4878,1743,0,0,204,1236,1236,96,104,4,NA,NA,NA,NA,2016-05-06,"Fri"
2320127002,"07/04/2016",2892,1505,0,0,93,1347,1347,54,39,0,NA,NA,NA,NA,2016-04-07,"Thu"
2320127002,"07/05/2016",7379,1979,0,0,319,1121,1121,158,154,7,NA,NA,NA,NA,2016-05-07,"Sat"
2320127002,"08/04/2016",8008,1623,0,0,153,1287,1287,67,86,0,NA,NA,NA,NA,2016-04-08,"Fri"
2320127002,"08/05/2016",5153,1826,0,0,247,1193,1193,144,101,2,NA,NA,NA,NA,2016-05-08,"Sun"
2320127002,"09/04/2016",2876,1770,1,11,208,1220,1220,126,93,1,NA,NA,NA,NA,2016-04-09,"Sat"
2320127002,"09/05/2016",3090,1635,0,0,145,1295,1295,78,67,0,NA,NA,NA,NA,2016-05-09,"Mon"
2320127002,"10/04/2016",3417,1527,0,0,103,1337,1337,50,53,0,NA,NA,NA,NA,2016-04-10,"Sun"
2320127002,"10/05/2016",6227,1907,0,0,290,1150,1150,154,133,3,NA,NA,NA,NA,2016-05-10,"Tue"
2320127002,"11/04/2016",4863,2206,10,2,390,1038,1038,183,200,19,NA,NA,NA,NA,2016-04-11,"Mon"
2320127002,"11/05/2016",6424,1908,0,0,300,1140,1140,154,146,0,NA,NA,NA,NA,2016-05-11,"Wed"
